What is weight decay?	L2 regularization on the weights.<br>\(E_j = E_{j-1} + \lambda \sum_i^n w_i^2\)
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  Intuitive explanation of <b>Kullback-Leibler</b>:<div>\(\mathrm{KL}(p \| q) = -\sum p(\mathbf{x})\log\frac{q(\mathbf{x})}{p(\mathbf{x})}\)<b><br></b></div>"	"<div> <div> <div> <div>With some <b>unknown distribution p(x)</b>, that we model with an <b>approximating distribution q(x)</b>.&nbsp;</div><div><br></div><div>If we use q(x) to construct a coding scheme for the purpose of transmitting values of x to a receiver, it is the <b>average additional amount of information</b>.</div> </div> </div></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  Intuitively explanation of a <b>convex function</b>"	"We can draw a cord (<i>blue</i>) between any point of \(f(x)\) without crossing the function (<i>red</i>).<div> <div> <div> <div><img src=""paste-cd2a3efc6402bb5197ba4f75b17eaee871efacc2.jpg""><br></div> </div> </div></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
"<h5>🤖 Deep Learning</h5>  <div style=""text-decoration: underline""></div>  Condition for a fonction to be <b>convex</b>"	"\(f(\lambda a+(1-\lambda) b) \leqslant \lambda f(a)+(1-\lambda) f(b)\)<div><br></div><div>Condition to what?</div> <br/> <div style=""font-style: italic""><img src=""paste-cd2a3efc6402bb5197ba4f75b17eaee871efacc2.jpg""><br><div><i>Think about triangle inequality.</i></div></div>"
"<h5>🤖 Deep Learning</h5>  <div style=""text-decoration: underline""></div>  \(f(\lambda a+(1-\lambda) b) \leqslant \lambda f(a)+(1-\lambda) f(b)\)<div><br></div><div>Condition to what?</div>"	"Condition for a fonction to be <b>convex</b> <br/> <div style=""font-style: italic""><img src=""paste-cd2a3efc6402bb5197ba4f75b17eaee871efacc2.jpg""><br><div><i>Think about triangle inequality.</i></div></div>"
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  <b>Concave </b>function \(f(x)\)"	"\(f(x)\) is concave if \(-f(x)\) <b>is convex.</b>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  <b>Mutual information </b>formula"	"\(\mathrm{I}[\mathrm{x}, \mathrm{y}]=\mathrm{H}[\mathrm{x}]-\mathrm{H}[\mathrm{x} | \mathrm{y}]=\mathrm{H}[\mathrm{y}]-\mathrm{H}[\mathrm{y} | \mathrm{x}]\)  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  If the <b>mutual information </b>\(\mathrm{I}[\mathrm{x}, \mathrm{y}] = 0\):<div><b><br></b></div><div>\(\mathrm{I}[\mathrm{x}, \mathrm{y}]=\mathrm{H}[\mathrm{x}]-\mathrm{H}[\mathrm{x} | \mathrm{y}]=\mathrm{H}[\mathrm{y}]-\mathrm{H}[\mathrm{y} | \mathrm{x}]\)<b><br></b></div>"	"It means that \(\mathrm{x}\) and \(\mathrm{y}\) are <b>independent</b>.  <div class=""details1""></div>  <div class=""details2""></div>   "
"<h5>🤖 AI</h5>  <div style=""text-decoration: underline""></div>  Two reasons why the <b>Curse of Dimensionality </b>is not impossible to beat:<div><br></div><div>1. Real data is <b>confined to a lower-dimension space</b> of the total manifold.</div><div><br></div><div>2. <span class=cloze>[]</span></div> "	"<h5>🤖 AI</h5>  <div style=""text-decoration: underline""></div>  Two reasons why the <b>Curse of Dimensionality </b>is not impossible to beat:<div><br></div><div>1. Real data is <b>confined to a lower-dimension space</b> of the total manifold.</div><div><br></div><div>2. <span class=cloze>The manifold is assumed <b>smooth</b>: small changes in the input space results in small changes in the target space.</span></div><br><br> <div style=""font-style: italic; font-size: 14px""></div>"
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  <b>MC Dropout </b>acronym"	"<b>Monte Carlo </b>dropout  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  <b>MC Dropout </b>algorithm in training"	"Simply train with <b>dropout</b>:<div><img src=""paste-a2f6bb2c6966a2207abbb7f6bfe8fc180270da9f.jpg""><br></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  <b>MC Dropout </b>in inference"	"Do <b>several forwards with different dropout sampling</b>.<div><br></div><div>The <b>mean </b>is the prediction, and the <b>variance </b>is<b>&nbsp;</b>the uncertainty.</div><div><img src=""paste-a2f6bb2c6966a2207abbb7f6bfe8fc180270da9f.jpg""><br></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  How does <b>MC Dropout </b>models the <b>uncertainty</b>"	"Do&nbsp;<b>several forwards with different dropout sampling</b>.<div><br></div><div>The&nbsp;mean<b>&nbsp;</b>is the prediction, and <b>the&nbsp;variance&nbsp;is&nbsp;the uncertainty</b>.</div><div><img src=""paste-a2f6bb2c6966a2207abbb7f6bfe8fc180270da9f.jpg""></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  What is <b>MC Dropout </b>use case"	"To measure <b>uncertainty </b>using the prediction variance of several forwards.<div><img src=""paste-a2f6bb2c6966a2207abbb7f6bfe8fc180270da9f.jpg""><br></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  \(p(\mathbf{w} | \mathcal{D})=\frac{p(\mathcal{D} | \mathbf{w}) p(\mathbf{w})}{p(\mathcal{D})}\)<br><div><br></div><div>Intuition of what \(p(\mathbf{w})\) represents</div>"	"What we think about \(\mathbf{w}\)&nbsp;<b>before we have seen any data</b>. It's a prior.<br><div><br></div><div><i>For example, some Deep Bayesian Network assumes that the prior&nbsp;\(\mathbf{w}\) follows a gaussian distribution.</i></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  \(p(\mathbf{w} | \mathcal{D})=\frac{p(\mathcal{D} | \mathbf{w}) p(\mathbf{w})}{p(\mathcal{D})}\)<br><div><br></div><div>Intuition of what \(p(\mathcal{D})\) represents</div>"	"<b>What we see from the data distribution</b>, it's the evidence prior.  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  \(p(\mathbf{w} | \mathcal{D})=\frac{p(\mathcal{D} | \mathbf{w}) p(\mathbf{w})}{p(\mathcal{D})}\)<br><div><br></div><div>Name of \(p(\mathcal{D})\)</div>"	"The <b>evidence</b>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  \(p(\mathbf{w} | \mathcal{D})=\frac{p(\mathcal{D} | \mathbf{w}) p(\mathbf{w})}{p(\mathcal{D})}\)<br><div><br></div><div>In theory, how to compute the <b>evidence</b>&nbsp;\(p(\mathcal{D})\)</div>"	"<div>\(p(\mathcal{D}) = \int p(\mathcal{D}, \mathbf{w'}) \mathrm{d}\mathbf{w'}\)<br></div><div><br></div><div><i>However integrating over all possible parameters in untractable.</i></div><div><i><br></i></div><div><i>It's the Sum Rule for continuous variables.</i></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  \(p(\mathbf{w} | \mathcal{D})=\frac{p(\mathcal{D} | \mathbf{w}) p(\mathbf{w})}{p(\mathcal{D})}\)<br><div><br></div><div>Why computing the exact&nbsp;<b>evidence</b>&nbsp;\(p(\mathcal{D})\) is <b>untractable:</b><br></div><div><b><br></b></div><div>\(p(\mathcal{D}) = \int p(\mathcal{D}, \mathbf{w'}) \mathrm{d}\mathbf{w'}\)</div>"	"<div>Because there is an <b>infinity of parameters to integrate over</b>.</div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  Principle of <b>Monte Carlo</b>"	"<b>Sampling a large number</b> of random numbers to <b>approximate an untractable distribution</b>.<div><img src=""paste-7a39d6000da85e02eb8c63d032b976f62214fce3.jpg""><br></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  \(p(\mathbf{w} | \mathcal{D})=\frac{p(\mathcal{D} | \mathbf{w}) p(\mathbf{w})}{p(\mathcal{D})}\)<br><div><br></div><div>When \(p(\mathbf{w} | \mathcal{D})\) and \(p(\mathbf{w})\) are called <b>conjugate distributions</b></div>"	"When they follow the <b>same probability distribution family </b><i>(gauss, poisson, etc.)</i>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  \(p(\mathbf{w} | \mathcal{D})=\frac{p(\mathcal{D} | \mathbf{w}) p(\mathbf{w})}{p(\mathcal{D})}\)<br><div><br></div><div>Name of the pair \(p(\mathbf{w} | \mathcal{D})\) and \(p(\mathbf{w})\) when they follow the <b>same distribution family</b></div>"	"<b>Conjugate </b>distributions  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  <b>MCMC </b>acronym"	"<b>M</b>arcov <b>C</b>hain&nbsp;<b>M</b>onte-<b>C</b>arlo  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  Goal of <b>MCMC</b>"	"<b>Approximate posterior distribution</b>&nbsp; \(p(\mathbf{w} | \mathcal{D})\) in:<div><br></div><div>\(p(\mathbf{w} | \mathcal{D})=\frac{p(\mathcal{D} | \mathbf{w}) p(\mathbf{w})}{p(\mathcal{D})}\)<br></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  Principle of <b>MCMC</b>"	"<b>Random walk </b>to find the distribution parameter<i> (\(\mu\) and \(\sigma^2\) for gaussian) </i>until an <b>equilibrium is reached</b>.<div><br></div><div><img src=""paste-33d49665f9d4cb0eaa0c63194a593ac1e43070ba.jpg""><br></div><div><i>Orange is the approximation of blue.</i></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  How do we determine if a <b>random walk </b>is accepted in <b>MCMC</b><div><img src=""paste-33d49665f9d4cb0eaa0c63194a593ac1e43070ba.jpg""><b><br></b></div>"	"Either the <b>likelihood has increased</b>.<div><br></div><div>Or some random chances to accept it anyway.</div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  <div>What is the <b>proposal width </b>in <b>MCMC </b><i>(also known as jump width)</i><br></div><div><img src=""paste-33d49665f9d4cb0eaa0c63194a593ac1e43070ba.jpg""><b><br></b></div>"	"How <b>far </b>the random walk can go.  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  What is the <b>Markov Chain </b>in <b>MCMC</b><div><img src=""paste-33d49665f9d4cb0eaa0c63194a593ac1e43070ba.jpg""><b><br></b></div>"	"At each step we held a supposed value of our approximation (<i>like \(\mu\)</i>) which is a <b>state of the Marcov Chain</b>.  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  <b>Trace </b>of the <b>MCMC </b>algorithm"	"<b>Plot of all states value</b>:<div><img src=""paste-7005a2d5a87c5aeedc5ac781caa3966ab58bf42f.jpg""><br></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  How do we get the <b>belief </b>of the found parameter with <b>MCMC</b>"	"Build an <b>histogram </b>of the values reported in the <b>trace</b>:<div><br></div><div>The trace:</div><div><img src=""paste-7005a2d5a87c5aeedc5ac781caa3966ab58bf42f.jpg""><br></div><div>The histogram:</div><div><img src=""paste-c33fa1574bdb216ea7c1ae7f24883bf6c12ca706.jpg""><br></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  Consequence of a <b>large proposal width</b>&nbsp;in <b>MCMC</b>"	"Each new candidate will be too far from the real distribution.<div><br></div><div>Thus the <b>likelihood will be low</b>&nbsp;and <b>most jumps will be refused</b>.</div><div><img src=""paste-2c0e6f7706090079f4295222f79ddcc4c75a2582.jpg""><br></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  Consequence of a&nbsp;<b>small proposal width</b>&nbsp;in&nbsp;<b>MCMC</b>"	"<b>Very slow convergence </b>and may lead to a <b>random-walk behavior</b>.<div><img src=""paste-a19df1fef96133cadbfa3629731f939d3857f76b.jpg""><b><br></b></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  How to estimate the <b>quality of a sampler </b>in <b>MCMC</b>"	"With the <b>autocorrelation </b>of all samples.<div><br></div><div><i>i.e. how correlated a sample i is to sample i-1, i-2, etc.</i></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  What is the <b>autocorrelation </b>of the samples of <b>MCMC</b>"	"How much a sample \(i\) is <b>correlated to the previous samples</b> \(i-1\), \(i-2\), etc.  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  How is the <b>autocorrelation </b>when using <b>small proposal width </b>in <b>MCMC</b>"	"<b>Very high</b>, which is a bad thing.<div><img src=""paste-2b2b843c9c8d740d85cf90e5940f88a8fe7126e6.jpg""><br></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  In <b>MCMC</b>, how do we want the <b>autocorrelation </b>to be"	"<b>Low </b>else the samples are dependent and the posterior estimation will be bad.<div><img src=""paste-2b2b843c9c8d740d85cf90e5940f88a8fe7126e6.jpg""><b><br></b></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  <b>Metropolis </b>method&nbsp;to choose the <b>sample width </b>in <b>MCMC</b>"	"Keep adjusting the proposal width so that roughly <b>50% proposals are rejected</b>.<br><div><img src=""paste-2b2b843c9c8d740d85cf90e5940f88a8fe7126e6.jpg""><br></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  Disadvantage of the <b>MCMC </b>algorithm<div><img src=""paste-33d49665f9d4cb0eaa0c63194a593ac1e43070ba.jpg""><br></div>"	"Very <b>slow to converge</b>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  <b>Burn-in </b>period in <b>MCMC</b>&nbsp;algo<div><img src=""paste-33d49665f9d4cb0eaa0c63194a593ac1e43070ba.jpg""><br></div>"	"Beginning where <b>initial samples are of low quality </b>because often too correlated:<div><img src=""paste-2b2b843c9c8d740d85cf90e5940f88a8fe7126e6.jpg""><br></div><div><i>Whatever the proposal width, at the beginning, there is a high autocorrelation.</i></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  How to handle the <b>burn-in </b>period of <b>MCMC</b><div><b><br></b></div><div><i>(Bad early estimation)<br></i><div><img src=""paste-2b2b843c9c8d740d85cf90e5940f88a8fe7126e6.jpg""><b><br></b></div></div>"	"We <b>discard the early samples</b>.  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  In distributed learning, what is the <b>parameter server</b>"	"Server holding the <b>authoritative souce of the parameters</b>.<div><br></div><div>In doubt, we trust this server</div><div><img src=""paste-37346557cd1769008e40c62dab91e7aa9aa5694b.jpg""><br></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  What is the <b>bottleneck </b>in this distributed system:<div><img src=""paste-37346557cd1769008e40c62dab91e7aa9aa5694b.jpg""><br></div>"	"The <b>network communication </b>between the parameter server and the workers.  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  How to reduce <b>network communication</b>&nbsp;in this distributed system:<div><img src=""paste-37346557cd1769008e40c62dab91e7aa9aa5694b.jpg""><br></div>"	"By doing <b>several updates on the worker server</b>.  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle""></div>  What is the problem of doing <b>several updates on the worker servers</b>&nbsp;here:<div><!--anki--><img src=""paste-37346557cd1769008e40c62dab91e7aa9aa5694b.jpg""><br></div>"	"The worker servers can become <b>desynchronised </b>from the parameter server.<div><br></div><div>They will provide <b>stale updates </b>that will only add noise.</div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  In a bayesian setting, what would be the jobs the <b>workers</b>:<div><img src=""paste-37346557cd1769008e40c62dab91e7aa9aa5694b.jpg""><br></div>"	"Estimate the <b>likelihood</b>.<div><img src=""paste-a795974c144ce6f278a5553a0406bde27eea4e89.jpg""><br></div><div><i>The parameter server will combine them into a posterior.</i></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
" <h5>🤖 Deep Learning</h5>  <div class=""subtitle"">Bayesian</div>  In a bayesian setting, what would be the job of the <b>parameter server</b>:<div><img src=""paste-37346557cd1769008e40c62dab91e7aa9aa5694b.jpg""><br></div>"	"Produce the <b>posterior </b>distribution.<div><img src=""paste-a795974c144ce6f278a5553a0406bde27eea4e89.jpg""><br></div><div><i>To do so, it'll use the estimated likelihood of the workers.</i></div>  <div class=""details1""></div>  <div class=""details2""></div>   "
